"archive","poc"
"U.S. Geological Survey, Reston Nannofossil laboratory","Laurel Bybell - LBybell@usgs.gov"
"University of Kansas","Lawrence, KS"
"University of Kansas (KU)","Lawrence, KS"
NULL,"LDEO"
"University of Nebraska-Lincoln","lelkins@unl.edu"
"Lamont-Doherty Earth Observatory (LDEO)","Leo Pena"
"Lamont-Doherty Earth Observatory (LDEO)","Leopoldo Pena"
NULL,"Leopoldo Pena"
NULL,"Leslie Hsu"
"Lamont-Doherty Earth Observatory (LDEO)","Leslie Hsu"
"Paleontological Research Institution (PRI)","Leslie L. Skibinski, Collection Manager; collections@priweb.org"
"Paleontological Research Institution (PRI)","Leslie L. Skibinski, Collection Manager; lls94@cornell.edu"
"Paleontological Research Institution (PRI)","Leslie L. Skibinski, Collections Manager; collections@priweb.org"
"Paleontological Research Institution","Leslie L. Skibinski, Collections Manager; collections@priweb.org"
"Colgate University","Leventer"
"Colgate College","Leventer, A."
"Non-Vertebrate Paleontology, Jackson School Museum of Earth History, University of Texas at Austin","liathappleton@austin.utexas.edu"
"University of Salzburg; Department for Chemistry and Physics of Materials","lindnerma55@gmail.com"
"U.S. Geological Survey, St. Petersburg Coastal and Marine Science Center","Lisa Robbins, researcher"
"IPGP-Chambon la Foret","lithotheque@ipgp.fr"
"IPGP - Chambon la Forêt","lithotheque@ipgp.fr"
"IPGP-Chambon la forêt","lithotheque@ipgp.fr"
"IPGP - Chambon la Foret","lithotheque@ipgp.fr"
"IPGP Chambon la Forêt","lithotheque@ipgp.fr"
"IPGP, Chambon la Forêt","lithotheque@ipgp.fr"
"IPGP-Chambon la Forêt","lithotheque@ipgp.fr"
"IPGP Chambon la forêt","lithotheque@ipgp.fr"
"Chinese Academy of Sciences, Institute of Geology and Geophysics (IGGCAS)","Liu Xiaohan xhliu@mail.igcas.ac.cn  Zhou Xuejun xjzhou@mail.iggcas.ac.cn"
"Chinese Academy of Sciences, Institute of Geology and Geophysics (IGGCAS)","Liu Xiaohan xhliu@mail.igcas.ac.cn  Zhou Xuejun xjzhou@mail.iggcas.ac.cn;010-82998001"
"Chinese Academy of Geological Sciences, Institute of Geology","Liudong Ren，No.26,Baiwanzhuang Street,Xicheng District,Beijing.100037.ldren@cags.net.cn"
"Chinese Academy of Geological Sciences, Institute of Geology","Liudong Ren，No.26,Baiwanzhuang Street,Xicheng District,Beijing.100037.ldren@cags.net.cn;
(010)68999727"
"Penn State University Geosciences","Liz Hajek"
"CU Boulder Chemical Sedimentology Lab","lizzy.trower@colorado.edu"
"University of Texas at EL Paso, Department of Geological Sciences","ljin2@utep.edu"
"University of Texas at El Paso, Department of Geological Sciences","ljin2@utep.edu"
"Woods Hole Oceanographic Institution (WHOI)","Lloyd Keigwin"
"University of Wollongong, Australia","Lloyd White"
"University of Wollongong, Australia","Lloyd White (lloydw@uow.edu.au)"
"Paleontological Research Institution (PRI)","lls94@cornell.edu"
NULL,"lofedele@unina.it"
"LDEO","Louisa Bradtmiller"
"U Southern California","Lowell Stott"
"USC","Lowell Stott"
"University of Southern California","Lowell Stott"
"USC","Lowell Stott-USC Professor, 3651 Trousdale Pkwy. ZHS Rm. 117-Los Angeles, CA 90089-0740; 213-740-5120/stott@usc.edu"
"University of Oklahoma; Norman, Oklahoma","lsoreg@ou.edu"
NULL,"Lupton_John"
"INRA CARRTEL (ISNI:0000 0001 2176 1085)","LYAUTEY E curateur-edytem@univ-savoie.fr"
"EDYTEM UMR5204 (ISNI:0000 0001 2109 3638)","LYAUTEY E curateur-edytem@univ-savoie.fr"
"Bryn Mawr College","Lynne Elkins"
"Bryn Mawr College; GEOMAR","Lynne Elkins; Colin Devey"
"Bryn Mawr College; University of Bergen","Lynne Elkins; Rolf Pedersen"
"University of Dhaka, Department of Geology","M. Saiful Islam"
"Montana State University, Department of Earth Sciences","Madison Myers"
"UTEP Dept. of Geological Sciences","maengle@utep.edu"
"Environmental Molecular Science Laboratory","maggie.bowman@pnnl.gov"
"CAROTHEQUE UNIVERSITE DE BORDEAUX UMR EPOC","MALAIZE Bruno b.malaize@epoc.u-bordeaux1.fr"
"CAROTHEQUE Environnements et paléoenvironnements océaniques et continentaux (EPOC)","Malaize Bruno bruno.Malaize@u-bordeaux.fr"
"CAROTHEQUE UNIVERSITE DE BORDEAUX UMR EPOC","MALAIZE Bruno bruno.malaize@u-bordeaux.fr"
"University of Texas","malkowski@jsg.utexas.edu"
"Dept. of Geological  Sciences, East Carolina University","mallinsond@ecu.edu"
"East Carolina University","mallinsond@ecu.edu; watsonj@ecu.edu"
"EAFIT University","manuel.paez@gmail.com"
"marc.hendrix@mso.umt.edu","marc.hendrix@mso.umt.edu"
"Istituto di Astrofisica e Planetologia Spaziali IAPS INAF","marco.ferrari@inaf.it"
"Asian School of the Environment & Earth Observatory of Singapore, Nanyang Technological University","Marcus Phua"
"Department of Geology, Bryn Mawr College, Bryn Mawr, PA, 19010, USA","Maria Luisa Crawford"
"Texas A&M University","Maria Reimi"
"Portland Community College","Mariah Tilman"
NULL,"Mariek Schmidt"
"The University of Kansas, Dept. of Geology","Marina Suarez, mb.suarez@ku.edu"
"University of New England (Earth Science)","marissa.betts@une.edu.au"
"Massachusetts Institute of Technology","Marjorie Cantine"
"U Mass Dartmouth","Mark Altabet"
"UMASS Dartmouth, SMAST","Mark Altabet"
"Mount Holyoke College (MHC)","Mark McMenamin"
"Boise State Isotope Geology Laboratory","Mark Schmitz (markschmitz@boisestate.edu)"
"University of Oregon, Department of Earth Sciences","Marli Miller, millerm@uoregon.edu"
"CAROTHEQUE UNIVERSITE DE BORDEAUX UMR EPOC","MARTINEZ Philippe philippe.martinez@u-bordeaux.fr"
"Institut de Physique du Globe de Paris (IPGP)","Mathilde Cannat"
"Princeton U.","Matthew Lacerra"
"Old Dominion University--Department of Earth and Atmospheric Sciences","Matthew Schmidt"
"Institute of Volcanology and Seismology, Russia","Maxim Gavrilenko"
"University of Kansas","mb.suarez@ku.edu"
"The University of Kansas","mb.suarez@ku.edu"
"Idaho Geological Survey, Boise, Idaho","mbarton@uidaho.edu"
"Argonne National Lab","mboyanov@anl.gov"
"Maryjo N. Brounce","mbrounce@gps.caltech.edu"
"University of Rhode Island, Graduate School of Oceanography (URI-GSO)","mbrounce@gps.caltech.edu"
"University of Rhode Island, Graduate School of Oceanography (URI-GSO)","mbrounce@my.uri.edu"
"Maryjo Brounce, University of California Riverside","mbrounce@ucr.edu"
"Pennsylvania State University (PSU)","mdf12@psu.edu"
"Self-collection ","meghomitadas@gmail.com"
"Self-collection","meghomitadas@gmail.com"
"UNevada-Reno","meghomitadas@gmail.com"
"Sonoma State University","meghomitadas@gmail.com"
"Qingdao Institute of Marine Geology, China","meixi@mail.cgs.gov.cn"
"United States Forest Service; Athens, Georgia 30647","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30602","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30603","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30604","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30605","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30606","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30607","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30608","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30609","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30610","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30611","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30612","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30613","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30614","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30615","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30616","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30617","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30618","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30619","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30620","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30621","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30622","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30623","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30624","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30625","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30626","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30627","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30628","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30629","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30630","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30631","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30632","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30633","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30634","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30635","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30636","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30637","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30638","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30639","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30640","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30641","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30642","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30643","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30644","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30645","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30646","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30648","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30649","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30650","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30651","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30652","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30653","melanietaylor@fs.fed.us"
"United States Forest Service; Athens, Georgia 30654","melanietaylor@fs.fed.us"
"U. Connecticut","Melissa Cote"
"ETH Zurich, Geological Institute, Zurich","melissa.s.schwab@jpl.nasa.gov"
"ETH Zurich, Geological Institute, Zurich","melissa.schwab@erdw.ethz.ch"
"ETH Zurich","melissaschwab@gmx.net"
"Nancy Merino","merino4@llnl.gov"
NULL,"merino4@llnl.gov"
"Lawrence Livermore National Lab; Livermore, CA","merino4@llnl.gov"
"URI Marine Geological Samples Repository, Graduate School of Oceanography, Narragansett, RI","mgsl@etal.uri.edu"
"University of Rhode Island, Marine Geological Samples Laboratory","mgsl@etal.uri.edu"
"University of Rhode Island Marine Geological Samples Laboratory (MGSL)","mgsl@etal.uri.edu"
"Marine Geological Samples Laboratory, University of Rhode Island Graduate School of Oceanography","mgsl@etal.uri.edu"
"Marine Geological Samples Laboratory, Graduate School of Oceanography, University of Rhode Island","mgsl@etal.uri.edu"
"University of Rhode Island, Marine Geological Samples Laboratory (MGSL)","mgsl@etal.uri.edu"
"Marine Geological Sample Laboratory","mgsl@etal.uri.edu"
"St. Lawrence University","mholland@stlawu.edu"
"Autralian National University","Michael Ellwood"
NULL,"Michael Manga"
"MIT Geochemistry Laboratory","Michael P Eddy"
"Lamont Doherty Earth Observatory","Michael R. Sandstrom"
"USGS Virginia","Michael Toomey"
"Jet Propulsion Laboratory (JPL)","Michael Tuite"
NULL,"Michael Tuite"
"University of Missouri","Michael Underwood"
"Northern Arizona University","michael.e.smith@nau.edu"
"University of Montana","michael.hofmann@umontana.edu"
"Curtin University WA","mick.oleary@curtin.edu.au"
"Curtin University","mick.oleary@curtin.edu.au"
NULL,"Miguel Leon (leonmi@sas.upenn.edu)"
"Lund University","Mikael Calner"
"Grand Canyon National Park","mikaela_pulsipher@partner.nps.gov"
NULL,"Mikayla Borton"
NULL,"Mikayla Borton/Byron C.Crump"
NULL,"Mikayla Borton/Byron Crump"
"University of Florida","Mike Perfit"
"EDYTEM UMR5204 (ISNI:0000 0001 2109 3638)","MILLET L curateur-edytem@univ-savoie.fr"
"CHRONO-ENVIRONNEMENT (ISNI:  0000 0001 2188 3779)","MILLET L lmillet@univ-fcomte.fr"
"CHRONO-ENVIRONNEMENT (ISNI:  0000 0001 2188 3779)","MILLET L null"
"Georgia Institue of Technology","Minda Monteagudo"
"Georgia Tech","Minda Monteagudo"
"California Institute of Technology","Miquela Ingalls"
"EDYTEM UMR5204 (ISNI:0000 0001 2109 3638)","MIRAMONT C curateur-edytem@univ-savoie.fr"
"Geosciences and Geological and Petroleum Engineering Department","Missouri University of Science and Technology, 1400 N. Bishop Avenue_McNutt 332, Rolla, MO 65409"
"Geosciences and Geological and Petroleum Engineering Department","Missouri University of Science and Technology, 1400 N. Bishop Avenue_McNutt 332, Rolla, MO 65410"
"WHOI","mktivey@whoi.edu"
"WHOI, some at MemU","mktivey@whoi.edu"
"Geological Survey of Alabama/State Oil and Gas Board of Alabama (GSA/OGB)","mmcintyre@gsa.state.al.us"
"Geoloical Survey of Alabama","mmcintyre@gsa.state.al.us"
"Geological Survey of Alabama","mmcintyre@gsa.state.al.us"
"Shahrood University of Technology","mobasheri.mohsen@yahoo.com"
"Shahrood university of technology and ISTerre, University Grenoble Alps ","mobasheri.mohsen@yahoo.com"
"Shahrood university of technology and Instituto Andaluz de Ciencias de la Tierra (IACT)","mobasheri.mohsen@yahoo.com"
"EDYTEM UMR5204 (ISNI:0000 0001 2109 3638)","MOCCI F curateur-edytem@univ-savoie.fr"
"David Moecher","moker@uky.edu"
"Mokhles K. Azer","mokhles72@yahoo.com"
"Binghamton University","Molly Patterson"
"Brigham Young University-Idaho, Department of Geology","moored@byui.edu"
"Oregon State University","Morgan Haldeman"
"University of Florida (UF)","mperfit@ufl.edu"
"University of Florida","mperfit@ufl.edu"
"Reference number: RS3950789 SA Core Facility","Mr David Groom,  Program Coordinator
Drill Core Operations, South Australia Drill Core Reference Library
Tonsley Innovation District
5 Tonsley Boulevard
Tonsley SA 5042"
"Reference number: RS3950817 SA Core Facility","Mr David Groom,  Program Coordinator
Drill Core Operations, South Australia Drill Core Reference Library
Tonsley Innovation District
5 Tonsley Boulevard
Tonsley SA 5043"
"Reference number: RS3953202 SA Core Facility","Mr David Groom,  Program Coordinator
Drill Core Operations, South Australia Drill Core Reference Library
Tonsley Innovation District
5 Tonsley Boulevard
Tonsley SA 5044"
NULL,"mrking@western.edu"
"WHOI Sea Floor Samples Lab","mstarr@whoi.edu"
"WHOI Sea Floor Samples Lab","mstarr@whoi.edu, burann@whoi.edu"
"Utah Valley University","mstearns@uvu.edu"
"Northern Arizona University, USA","mtablescrap@gmail.com"
"Jet Propulsion Laboratory (JPL)","mtuite@jpl.nasa.gov"
"Astrobiogeochemistry Laboratory, Jet Propulsion Lab","mtuite@jpl.nasa.gov"
"Astrobiogeochemistry Lab, Jet Propulsion Laboratory, Pasadena, California","mtuite@jpl.nasa.gov"
"Jet Propulsion Laboratory, Pasadena, CA","mtuite@jpl.nasa.gov"
"Jet Propulsion Laboratory","mtuite@jpl.nasa.gov"
"Astrobiogeochemistry Laboratory, Jet Propulsion Lab, Pasasdena, California","mtuite@jpl.nasa.gov"
"Jet Propulsion Lab. California Insittute of Technology","mtuite@jpl.nasa.gov"
"Astrobiogeochemistry Laboratory, Jet Propulsion Lab, Pasadena, California","mtuite@jpl.nasa.gov"
"Astrobiogeochemistry Laboratory, Jet Propulsion Lab, Pasasdena, California","mtuite@jpl.nasa.gpv"
"CAROTHEQUE UNIVERSITE DE BORDEAUX UMR EPOC","MULDER Thierry t.mulder@epoc.u-bordeaux1.fr"
"CAROTHEQUE UNIVERSITE DE BORDEAUX UMR EPOC","MULDER Thierry thierry.mulder@u-bordeaux.fr"
"Texas A&M University, Department of Geology and Geophysics, 3115 TAMU, College Station TX 77843","myers.kd@tamu.edu"
"CITEL; State College, PA","mzx102@psu.edu"
"Northwestern University; Blair Laboratory","n-blair@u.northwestern.edu"
"University of Cologne, Institute of Geology and Mineralogy","n.leicher@uni-koeln.de"
"University of Cologne, Germany","n.leicher@uni-koeln.de"
"MILLET L n/r","n/r"
"NA","NA"
"NTODD","Nancy S Todd"
"Northwestern University","nanxilv2@gmail.com"
"Colorado Geological Survey","narogers@mines.edu"
"Bureau of Economic Geology Core Research Center (CRC)","Nathan Ivicic
Phone: 512-475-9561
Email: nathan.ivicic@beg.utexas.edu"
"Bureau of Economic Geology Core Research Center (CRC)","Nathan IvicicPhone: 512-475-9561Email: nathan.ivicic@beg.utexas.edu"
"Weatherford-Golden Sample 7-9G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 1-13G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 1-3G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 2-12G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 2-17G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 2-20G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 2-27G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 2-35G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 2-37G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 2-44G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 2-47G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 2-54G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 2-57G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 2-7G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 3-11G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 3-14G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 3-24G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 3-34G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 3-41G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 3-44G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 3-4G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 4-16G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 4-26G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 4-36G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 4-46G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 4-56G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 4-66G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 4-6G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 4-74G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 4-76G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 4-86G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 6-14G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 6-21G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 6-24G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 6-34G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 6-41G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 6-44G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 6-4G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 6-54G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 6-58G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 6-60G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 6-62G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 6-64G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 6-66G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 6-68G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 6-70G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 6-72G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 6-74G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 6-76G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 6-78G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 6-80G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 6-82G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 6-84G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 6-86G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 6-88G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 6-8G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 6-90G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 6-92G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 6-93G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-10G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-10G-A","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-11G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-11G-A","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-12G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-12G-A","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-13G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-13G-A","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-14G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-14G-A","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-15G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-15G-A","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-16G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-16G-A","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-17G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-17G-A","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-18G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-20G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-22G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-24G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-25G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-26G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-28G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-2G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-30G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-32G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-34G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-36G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-38G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-3G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-40G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-42G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-44G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-46G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-48G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-4G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-50G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-52G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-56G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-5G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-66G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-6G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-6G-A","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-76G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-7G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-7G-A","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-86G","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-8G","Nathan.Skinner@Weatherford.com"
"Weatherford-Houston","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-9G-A","Nathan.Skinner@Weatherford.com"
"Weatherford-Golden Sample 7-8G-A","Nathan.Skinner@Weatherford.com"
"Geological Survey of Canada","Natural Resources Canada NRCan - Geological Survey of Canada 9860 West Saanich Road, Sidney, BC, Canada V8L 4B2"
"Northwestern University, Evanston IL","Neal Blair, n-blair@northwestern.edu"
"Northwestern University, Evanston IL","Neal Blar, n-blair@northwestern.edu'"
"IDWR","neal.farmer@idwr.idaho.gov"
"Colorado School of Mines","nell.hoagland@gmail.com"
"Department of Environmental Sciences, University of San Francisco","nell.hoagland@gmail.com"
"Pennsylvania State University","nell.hoagland@gmail.com"
"Department of Geology and Geological Engineering, Colorado School of Mines","nell.hoagland@gmail.com"
"Department of Geosciences, The Pennsylvania State University","nell.hoagland@gmail.com"
"Mammal Collection (Vouchers [Standard Sampling at Diversity Plots]) (NEONMAMC-VDP)","NEON Biorepository (biorepo@asu.edu)"
"Mosquito Collection (Pinned Vouchers) (NEONMOSC-PV)","NEON Biorepository (biorepo@asu.edu)"
"Tick Collection (Pathogen Extracts) (NEONTICC-PE)","NEON Biorepository (biorepo@asu.edu)"
"Benthic Macroinvertebrate Collection (Chironomids) (NEONBMIC-CH)","NEON Biorepository (biorepo@asu.edu)"
"Benthic Macroinvertebrate Collection (DNA Extracts) (NEONBMIC-DNA)","NEON Biorepository (biorepo@asu.edu)"
"Benthic Macroinvertebrate Collection (Fluid Preserved Chironomids) (NEONBMIC-CH)","NEON Biorepository (biorepo@asu.edu)"
"Benthic Macroinvertebrate Collection (Fluid Preserved Oligochaetes) (NEONBMIC-OL)","NEON Biorepository (biorepo@asu.edu)"
"Benthic Macroinvertebrate Collection (Slide Mounted Chironomids and Oligochaetes) (NEONBMIC-MS)","NEON Biorepository (biorepo@asu.edu)"
"Terrestrial Plant Collection (Leaf Tissue) (NEONTPLC-LT)","NEON Biorepository (biorepo@asu.edu)"
"Fish Collection (Vouchers) (NEONFISC-V)","NEON Biorepository (biorepo@asu.edu)"
"Benthic Macroinvertebrate Collection (Taxonomy Reference Collection) (NEONBMIC-TR)","NEON Biorepository (biorepo@asu.edu)"
"Terrestrial Plant Collection (Litterfall) (NEONTPLC-LF)","NEON Biorepository (biorepo@asu.edu)"
"Terrestrial Plant Collection (Herbarium Vouchers) (NEONTPLC-HV)","NEON Biorepository (biorepo@asu.edu)"
