locality_id,locality.feature_type_id,locality_type,locality.name,country_id,province,county,city,contained_in
67743,70,Lake,"Oceanview Pond, South Island",156,South Island,Otago,,
67744,189,Mining site,Ochiai Mine,108,,,,
67745,189,Mining site,Ochiba Mine,108,,,,
67746,201,Subsurface fluid reservoir,"Oil or Gas Field, OCHILTREE, Texas",228,Texas,OCHILTREE,,
67747,,,"Ochoco Creek Area; Gold Hill, Oregon, Crook Co., United States",228,Oregon,Crook Co.,,
67748,,,"Ochoco Dam Site Crook Co., Oregon",228,Oregon,Oregon,,
67749,,,"Ochoco Mtn. Claim, Oregon",228,Oregon,Prineville,Prineville,
67750,209,Mineralized system,"Ochoco, Oregon",228,Oregon,Crook Co.,,
67751,,,"Ochotnikoff, USSR, USSR. Coll. Near Kiev.,",,,,,
67753,189,Mining site,"Ochre Mine, Pennsylvania",228,Pennsylvania,,,
67754,189,Mining site,"Ochre Mine, Vermont",228,Vermont,,Bennington,
67755,,,"Ochrenstock, Thuringia, Germany, Thuringia",81,Thuringia,,,
67756,,,"Ochsenhutte, Astfeld, Germany",81,,,Astfeld,
67757,,,"Ochsenkope, West Germany, Bavaria, West Germany, Bavaria, Ochsenkope, Germany, Bavaria",81,Bavaria,,,
67758,,,"Ochsenkopf, Germany",81,,,,
67759,,,"Ochsenkopf,near Schwarzenberg, Saxony",81,Saxony,Saxony,,
67760,,,"Ockerthal, Germany",81,,,,
67761,,,"Ocna De Fier (Near), Banat Region, Romania, Banat Region",179,Banat,,,
67762,,,"Ocna De Fier, Banat Region, , Banat Region",,Banat,,,
67763,,,"Ocna De Fier, Caras-Severin, Ocna de Fier, Romania, Caras-Severin",179,Caras-Severin,,Ocna de Fier,
67764,,,"Ocna De Fier, Hungary",98,,,,
67765,,,"Ocna De Fier, Rodna, Transylvania Region, Romania",179,Transylvania,,,
67766,,,"Ocoa, Chile",43,,,,
67767,221,Outcrop,"Ocobamba valley, Andes, Cuzco",171,Cuzco,,,
67768,189,Mining site,"Ocoee Mine, Tennessee",228,Tennessee,,,
67769,,,"Ocoee River, Tennessee",228,Tennessee,,,
67770,248,River or stream,O'Connor Creek,,,,,
67771,220,Island,O'Connor Island,,,,,
67772,,,O'Connor Nunataks,,,,,
67773,,,"Michigan, OCSCEOLA, MI, United States, Michigan",228,Michigan,"OCSCEOLA, MI",,
67774,,,Öcsöd,98,,,,
67775,189,Mining site,"Octipus Mine, California",228,California,Siskiyou Co.,,
67776,189,Mining site,"October 3rd mine, Haskovo Oblast",33,Haskovo Oblast,Madjarovo deposit,,
67777,189,Mining site,"October shaft, Siberia",180,Siberia,Talnak District,,
67778,185,Volcano,Ocusacayo,,,,,
67779,,,odaka,,,,,
67780,220,Island,Odbert Island,,,,,
67781,,,"Odd, West Virginia, United States",228,West Virginia,,,
67782,,,"Odderstol, Evje - Iveland",163,Evje - Iveland,Iveland,Iveland,
67783,,,"Oddirstats, Iveland, Norway",163,,,,
67784,,,Oddnyjartjorn(107),99,,,,
67785,,,"Odegaard, Bamble, Telemark, Norway, Telemark",163,Telemark,,,
67786,,,"Odegaard, Bamle, Norway",163,,,,
67787,,,"Odegaard, Telemark, Norway, Telemark",163,Telemark,,,
67788,,,"Odegaard; Bamle, Norway",163,,,,
67789,,,Odegaarden,163,,Bamble,Bamble,
67790,189,Mining site,"Odegarden Apatite Mines, Telemark",163,Telemark,,,
67791,,,"Odegarden, Feset (Near), Norway",163,,,,
67792,70,Lake,"Odell Lake, Oregon",228,Oregon,Klamath,,
67793,,,"Odell, Nebraska, Gage Co., United States",228,Nebraska,Gage Co.,,
67794,,,Odemira,175,,Portugal,,
67795,189,Mining site,"Oden No. 4 Mine, Nevada",228,Nevada,White Pine Co.,,
67796,,,"Odensburg (Or Sterling Hill), New Jersey, United States",228,New Jersey,,,
67797,,,Odenwald,81,,Auerbach,Auerbach,
67798,,,"Odenwald Mtns., Mt. Malchen; Darmstadt, Germany",81,Hesse,,,
67799,,,"Odenwald Region, Laudenbach, Germany",81,,,Laudenbach,
67800,,,"Odenwald Region, Mittershausen, Germany",81,,,,
67801,,,"Odenwald, Austria",14,,,,
67802,,,"Odenwald, Baden-wurttemberg",81,Baden-wurttemberg,Auerbach,Auerbach,
67803,,,"Odenwald, Hesse, Bergstraße, Germany, Hesse",81,Hesse,Bergstraße,,
67804,,,"Odenwald, Bokenwald, Germany",81,,,,
67805,,,"Odenwald, Darmstadt-Dieburg, Germany",81,Hesse,Darmstadt-Dieburg,,
67806,,,"Odenwald, Eberstadt, Darmstadt-Dieburg, Germany",81,Hesse,Darmstadt-Dieburg,,
67808,,,"Odenwald, Elmshausen, Germany",81,,,,
67809,,,"Odenwald, Germany",81,,,,
67810,,,"Odenwald, Hammelbach, Germany",81,,,,
67811,,,"Odenwald, Heppenhein, Fischweiher, Darmstadt-Dieburg, Germany",81,Hesse,Darmstadt-Dieburg,,
67812,,,"Odenwald, Hesse, Germany",81,Hesse,,,
67813,,,"Odenwald, Katzenbuckel, Germany",81,,,,
67814,,,"Odenwald, Niederbeerbach, Germany",81,,,,
67815,,,"Odenwald, Oberkainsbach, Germany",81,,,,
67816,,,"Odenwald, Reichenbach (Near), Hohenstein, Germany",81,,,,
67817,,,"Odenwald, Reichenbach, Germany",81,,,,
67818,,,"Odenwald, West Germany, Hesse, West Germany. Vogelheerd Near Laudenau.,",,,,,
67819,,,"Odersbuehl, Baden-Württemberg, Durbach, Germany, Baden-Württemberg",81,Baden-Wurttemberg,,,
67820,,,"Odeshog, Kakstorp, Norra Karr, Ostergotland, Sweden, Ostergotland",208,Ostergotland,,,
67821,,,"Odeshog, Kaxtorp, Norra Karr, Jankoping, Sweden, Jankoping",208,Jankoping,,,
67822,,,"Odeshog, Kaxtorp, Ostergotland, Sweden, Ostergotland",208,Ostergotland,,,
67823,,,"Odeshog, Norra Karr, Jankoping, Sweden, Jankoping",208,Jankoping,,,
67824,,,"Odeshog, Norra Karr, Jonkoping, Sweden, Jonkoping",208,Jankoping,,,
67825,,,"Odeshog, Norra Karr, Ostergotland, Sweden, Ostergotland",208,Ostergotland,,,
67826,,,"Odessa Crater, Texas",228,Texas,Ector Co.,,
67827,,,"Odessa Crater, Texas, Texas, United States",228,Texas,,,
67828,,,"Odessa, Texas, United States",228,Texas,,,
67829,,,Odihinha Pegmatite Zone,,,,,
67830,,,"Odikhincha massif, Kotuy River, Khatanga (150 km. S. of), Siberia, Russian Federation",180,,,,
67831,189,Mining site,"Odin Drift Mine, California",228,California,,Nevada City,
67832,189,Mining site,"Odin Mine, California",228,California,,Nevada City,
67833,,,"Odo, Niigata Prefecture, Chubu, Japan, Chubu",108,Chubu,,,
67834,,,"Odom Creek boat ramp, Georgia",228,Georgia,Early,,
67835,189,Mining site,"Odonovan Rossa Mine, Colorado",228,Colorado,Lake Co.,Leadville,
67836,193,Quarry,"Odrick Quarry, Massachusetts",228,Massachusetts,Granby,Granby,
67837,,,"Odvalds 2, Gotland",208,Gotland,,,
67838,,,Oecsoed,98,,,,
67839,,,"Oedbruck, Germany",81,,,,
67840,,,"Oederan, Saxony, Germany",81,Saxony,,,
67841,,,"Oehrenstock, Thuringia",81,Thuringia,Thuringia,,
67842,,,"Oehrenstock, Thuringia, Germany, Thuringia",81,Thuringia,,,
67843,,,"Oelberg, Germany",81,,,,
67844,,,"Oelberg, Hanover, Germany",81,,,,
67845,,,"Oelberg, Siebenbirge",81,Siebenbirge,Siebenbirge,,
67846,,,"Oeschger Bluff, Mt. Takahe",,,,,
67847,,,Oese,81,,,,
67848,,,Oesel Crater,68,,Kaalijarv,,
67849,,,"Oesel Crater, California",228,California,Kaalijarv,,
67850,,,"Oetztal (Valley), Tirol, Austria, Tirol",14,Tirol,,,
67851,,,"Oetztal Alps, Wildspitzee (Peak), Tirol, Austria, Tirol",14,Tirol,,,
67852,,,"Oetzthal, Tirol",14,Tirol,Tirol,,
67853,193,Quarry,"O'Fallon Quarry, Massachusetts",228,Massachusetts,,,
67854,,,"Ofenhorn (S Side), Binnental, Valais, Switzerland, Valais",209,Valais,,,
67855,,,"Ofenhorn Binnenthal, Valais",209,Valais,Valais,,
67856,,,"Ofenhorn, Binnental, Valais, Switzerland, Valais",209,Valais,,,
67857,,,"Ofenkaule, Germany",81,,,,
67858,,,"Offenbanya, Romania",179,,,,
67859,,,"Offenburg, Zunsweier, Baden-Württemberg, Germany, Baden-Württemberg",81,Baden-Wurttemberg,,,
67860,,,"Officina Santa Rosa, Jura, Chile",43,,,,
67861,,,"Offlanges, France",74,,,,
67862,,,"Offremt, Tiovine Region, Morocco",147,,,,
67863,,,Offshore Bonaparte,,,,,
67864,,,"offshore Dulley well, Georgia",228,Georgia,,,
67865,201,Subsurface fluid reservoir,"Oil or Gas Field, OFFSHORE, Texas",228,Texas,OFFSHORE,,
67866,,,Offshore Taupo Volcano Zone (OTVZ),,,,,
67867,,,"OFFSHORE, Philippines",172,,"OFFSHORE, PHILIPPINES",,
67868,,,"Oficina Alemania, Chile",43,,,Oficina Alemania,
67869,,,"Oficina Alemania, Chile, Antofagasta",43,Antofagasta,,,
67870,,,"Oficina Chacabuco, Chile",43,,,,
67871,,,"Oficina Chacabuco, Chile, Santiago",43,Santiago,,,
67872,,,"Oficina Lautaro, Pampa Pique Iii, Antofagasta, Chile, Antofagasta",43,Antofagasta,,,
67873,,,"Oficina Maria Elena, Tarapaca, Chile, Tarapaca",43,Tarapaca,,,
67874,,,"Oficina Pedrode Valdivia, Chile",43,,,,
67875,,,"Oficina Progresso, Iquique, Tarapaca, Chile, Tarapaca",43,Tarapaca,,,
67876,,,"Oficina Prosperidad, Chile",43,,,,
67877,,,"Oficina Vegara, Chile",43,,,,
67878,,,"Oficina Victoria, Chile",43,,,Oficina Victoria,
67879,,,"Oficino Deleware, Chile",43,,,,
67880,,,"Ofjord, Iceland",99,,,,
67881,97,Seamount,Ofu Olesega,,,,,
67882,97,Seamount,"Ofu, Samoa",,,,,
67883,205,Geologic unit,"Og Alalla Formation, Kansas",228,Kansas,,,
67884,253,Terrestrial water body,"Ogaki dam reservoir, Tohoku",108,Tohoku,Fukushima,,
67885,189,Mining site,Oganja Mine,150,,,,
67886,,,"Ogasawara, Japan",108,,,,
67887,,,"Ogbomosho, Nigeria",159,,,,
67888,189,Mining site,"Ogden Coal Bed Mine, Colorado",228,Colorado,La Plata Co.,,
67889,,,"Ogden Creek, British Columbia, Canada",38,British Columbia,,,
67890,189,Mining site,"Ogden Mine, Michigan",228,Michigan,Marquette,Marquette,
67891,189,Mining site,"Ogden Mine, Nevada",228,Nevada,Lander Co.,,
67892,189,Mining site,"Ogden Mine, New Jersey",228,New Jersey,Sussex Co.,,
67893,189,Mining site,"Ogden Mine, Utah",228,Utah,Weber Co.,,
67894,,,"Ogden, Utah, United States",228,Utah,,,
67895,,,"Ogdensberg, Renfrew District, Ontario, Renfrew Co., Canada",38,Ontario,Renfrew Co.,,
67896,193,Quarry,"Ogdensburg Quarry, New Jersey",228,New Jersey,Ogdensburg,,
67897,,,"Ogdensburg, New Jersey, Sussex Co., United States",228,New Jersey,Sussex Co.,,
67898,,,"Ogdensburg, New Jersey, Sussex Co., United States, New York",228,New York,,,
67899,,,"Michigan, OGEMAW, MI, United States, Michigan",228,Michigan,"OGEMAW, MI",,
67900,201,Subsurface fluid reservoir,"Oil or Gas Field, OGEMAW, Michigan",228,Michigan,"OGEMAW, MI",,
67901,,,"Ogilby, California, Imperial Co., United States",228,California,Imperial Co.,,
67903,,,"Ogilvie District, California, Imperial Co., United States",228,California,Imperial Co.,,
67904,,,"Ogilvie River, Yukon",38,Yukon,,,
67905,,,"Ogilvie River, Yukon Territory",38,Yukon,,,
67906,,,"Ogishke Conglomerate, Minnesota",228,Minnesota,Lake Co.,,
67907,193,Quarry,"Oglesby Quarry, Georgia",228,Georgia,,,
67908,193,Quarry,"Oglethorpe Granite Co Quarry, Georgia",228,Georgia,,Vesta,
67909,70,Lake,"Ogontz Lake, New Hampshire",228,New Hampshire,Grafton,,
67910,189,Mining site,Ogori Mine,108,,,Sattagori,
67911,189,Mining site,Ogorogawaq Mine,108,,,,
67912,189,Mining site,Ogoya Kupfer Mine,108,,,,
67913,,,"Ogropa, Ullensvang, Statsallmenning, Matskorhae, Hordaland, Norway, Hordaland",163,Hordaland,,,
67914,,,"Oguni, Uzen, Japan",108,,,,
67915,,,"Oguni,uzen",108,,Japan,,
67917,248,River or stream,Oh Be Joyful Creek,,,,,
67918,189,Mining site,"Ohilgook Tungsten Mine, North Kyongsang Prov",113,North Kyongsang,,Taegu,
67919,221,Outcrop,Ohio,,,,,
67920,,,"Ohio and Indiana Stone Co., Indiana",228,Indiana,Putnam,,
67921,,,"Ohio And Missouri Smelting Works, Colorado, Lake Co., Leadville, United States",228,Colorado,Lake Co.,Leadville,
67922,,,"Ohio City, Colorado, United States",228,Colorado,,,
67923,189,Mining site,"Ohio Copper Mine, Utah",228,Utah,,,
67924,189,Mining site,"Ohio Land and Railway Co. mine, Ohio",228,Ohio,Perry County,,
67925,189,Mining site,"Ohio Mine, Colorado",228,Colorado,Gilpin Co.,Ouray,
67926,189,Mining site,"Ohio Mine, Michigan",228,Michigan,,,
67927,189,Mining site,"Ohio Mine, Montana",228,Montana,,,
67928,189,Mining site,"Ohio Mine, Oregon",228,Oregon,Baker Co.,,
67929,189,Mining site,"Ohio Mine, Utah",228,Utah,Salt Lake Co.,,
67930,,,"Ohio Pit, Michigan, United States",228,Michigan,,,
67931,248,River or stream,Ohio River,228,,,,
67932,,,"Ohio River, Indiana, Warrick Co., United States, Indiana",228,Indiana,Warrick Co.,,
67933,,,"Ohio Vein, Tunnel Dump, New Mexico, Pinos Altos, United States",228,New Mexico,,Pinos Altos,
67934,,,"Ohio, Adams Co., United States, Ohio",228,Ohio,Adams Co.,,
67935,,,"Ohio, Allen Co., Bluffton, United States, Ohio",228,Ohio,Allen Co.,Bluffton,
67936,,,"Ohio, Allen Co., Lima, United States, Ohio",228,Ohio,Allen Co.,,
67937,,,"Ohio, Allen, United States, Ohio",228,Ohio,Allen,,
67938,,,"Ohio, Amherst, United States, Ohio",228,Ohio,,Amherst,
67939,,,"Ohio, AUGLAIZE , United States, Ohio",228,Ohio,AUGLAIZE ,,
67940,,,"Ohio, Beaver Creek, United States, Ohio",228,Ohio,,Beaver Creek,
67941,,,"Ohio, Belmont Co., Bellain, United States, Ohio",228,Ohio,Belmont Co.,,
67942,,,"Ohio, Belmont Co., Powhaten Pt, United States, Ohio",228,Ohio,Belmont Co.,,
67943,,,"Ohio, Belmont Co., United States, Ohio",228,Ohio,Belmont Co.,,
67944,,,"Ohio, Beltsville, United States, Ohio",228,Ohio,,Beltsville,
67945,,,"Ohio, Berea (Near), United States, Ohio",228,Ohio,,,
67946,,,"Ohio, Berea, United States, Ohio",228,Ohio,,Berea,
67947,,,"Ohio, Butler Co., Hamilton, United States, Ohio",228,Ohio,Butler Co.,Hamilton,
67948,,,"Ohio, Cincinnati, United States, Ohio",228,Ohio,,Cincinnati,
67949,,,"Ohio, Clark Co., Springfield, United States, Ohio",228,Ohio,Clark Co.,Springfield,
67950,,,"Ohio, Clay Center, United States, Ohio",228,Ohio,Clay Center,,
67951,,,"Ohio, CLERMONT , United States, Ohio",228,Ohio,CLERMONT ,,
67952,,,"Ohio, Clermont Co., North Lindale, United States, Ohio",228,Ohio,Clermont Co.,,
67954,,,"Ohio, Cleveland, United States, Ohio",228,Ohio,,Cleveland,
67955,,,"Ohio, CLINTON , United States, Ohio",228,Ohio,CLINTON ,,
67956,,,"Ohio, Columbiana Co., East Liverpool, United States, Ohio",228,Ohio,Columbiana Co.,,
67957,,,"Ohio, Coshocton Co., Coshocton, United States, Ohio",228,Ohio,Coshocton Co.,,
67958,,,"Ohio, Cuyahoga Co., Berea, United States, Ohio",228,Ohio,Cuyahoga Co.,Berea,
67959,,,"Ohio, Cuyahoga Co., Beres, United States, Ohio",228,Ohio,Cuyahoga Co.,,
67960,,,"Ohio, Cuyahoga Co., Euclid, United States, Ohio",228,Ohio,Cuyahoga Co.,Euclid,
67961,,,"Ohio, Cuyahoga Co., United States, Ohio",228,Ohio,Cuyahoga Co.,,
67962,,,"Ohio, DELAWARE , United States, Ohio",228,Ohio,DELAWARE ,,
67963,,,"Ohio, Douglas, Perry Park, United States, Ohio",228,Ohio,Douglas,,
67964,,,"Ohio, Ellsworth, United States, Ohio",228,Ohio,Ellsworth,Ellsworth,
67965,,,"Ohio, Erie Co. (?), United States, Ohio",228,Ohio,Erie Co. (?),,
67966,,,"Ohio, Erie Co., Birmingham, United States, Ohio",228,Ohio,Erie Co.,Birmingham,
67967,,,"Ohio, Erie Co., Sandusky, United States, Ohio",228,Ohio,Erie Co.,,
67968,,,"Ohio, Erie Co., United States, Ohio",228,Ohio,Erie Co.,,
67969,,,"Ohio, Euclid, United States, Ohio",228,Ohio,,Euclid,
67970,,,"Ohio, FAYETTE , United States, Ohio",228,Ohio,FAYETTE ,,
67971,,,"Ohio, Frankfort, United States, Ohio",228,Ohio,Frankfort,Frankfort,
67972,,,"Ohio, Gallia Co., United States, Ohio",228,Ohio,Gallia Co.,,
67973,,,"Ohio, Genoa, United States, Ohio",228,Ohio,Genoa,Genoa,
67974,,,"Ohio, Ginsburg, United States, Ohio",228,Ohio,,,
67975,,,"Ohio, Glenmont, United States, Ohio",228,Ohio,,,
67976,,,"Ohio, Green, Xenia (4.5 Mi From), United States, Ohio",228,Ohio,Green,,
67977,,,"Ohio, Guernsey, United States, Ohio",228,Ohio,Guernsey,,
67978,,,"Ohio, Hamilton Co., Cincinnati, United States, Ohio",228,Ohio,Hamilton Co.,Cincinnati,
67979,,,"Ohio, Hancock, United States, Ohio",228,Ohio,Hancock,,
67980,,,"Ohio, Highland Co., Lexington, United States, Ohio",228,Ohio,Highland Co.,Lexington,
67981,,,"Ohio, Hocking Co., United States, Ohio",228,Ohio,Hocking Co.,,
67982,,,"Ohio, Holmes Co., Millersburgh, United States, Ohio",228,Ohio,Holmes Co.,,
67983,,,"Ohio, Huron, United States, Ohio",228,Ohio,Huron,,
67984,,,"Ohio, Jackson Co., Glen Roy, United States, Ohio",228,Ohio,Jackson Co.,,
67985,,,"Ohio, Jackson Co., Jackson, United States, Ohio",228,Ohio,Jackson Co.,Jackson,
67986,,,"Ohio, Jackson Co., Milton, United States, Ohio",228,Ohio,Jackson Co.,Milton,
67987,,,"Ohio, Jackson Co., United States, Ohio",228,Ohio,Jackson Co.,,
67988,,,"Ohio, Jefferson Co., Steubenville, United States, Ohio",228,Ohio,Jefferson Co.,,
67989,,,"Ohio, Larimer, Loveland, United States, Ohio",228,Ohio,Larimer,,
67990,,,"Ohio, Lawrence Co., Hanging Rock, United States, Ohio",228,Ohio,Lawrence Co.,Hanging Rock,
67991,,,"Ohio, Lawrence Co., United States, Ohio",228,Ohio,Lawrence Co.,,
67992,,,"Ohio, Logan Co., Bellefontaine, United States, Ohio",228,Ohio,Logan Co.,,
67993,,,"Ohio, Logan, United States, Ohio",228,Ohio,Logan,,
67994,,,"Ohio, Lorain Co., Amherst, United States, Ohio",228,Ohio,Lorain Co.,Amherst,
67995,,,"Ohio, Lorain Co., Oberlin, United States, Ohio",228,Ohio,Lorain Co.,,
67996,,,"Ohio, Mahoning Co., Mount Nebo, United States, Ohio",228,Ohio,Mahoning Co.,,
67997,,,"Ohio, Mahoning Co., United States, Ohio",228,Ohio,Mahoning Co.,,
67998,,,"Ohio, MEDINA, United States, Ohio",228,Ohio,MEDINA,,
67999,,,"Ohio, Meigs Co., United States, Ohio",228,Ohio,Meigs Co.,,
68000,,,"Ohio, Meigs, United States, OH",228,Ohio,Meigs,,
68001,,,"Ohio, MIAMI, OH, United States, Ohio",228,Ohio,"MIAMI, OH",,
68002,,,"Ohio, Miami, United States, Ohio",228,Ohio,Miami,,
68003,,,"Ohio, Monroe, Lee, United States, Ohio",228,Ohio,Monroe,Lee,
68004,,,"Ohio, Monroe, United States, Ohio",228,Ohio,Monroe,,
68005,,,"Ohio, Muskingum Co., Frazeysburg, Goff Bank, United States, Ohio",228,Ohio,Muskingum Co.,,
68006,,,"Ohio, Muskingum Co., Hopewell, United States, Ohio",228,Ohio,Muskingum Co.,Hopewell,
68007,,,"Ohio, Muskingum Co., Newtonville, United States, Ohio",228,Ohio,Muskingum Co.,,
68008,,,"Ohio, Muskingum Co., United States, Ohio",228,Ohio,Muskingum Co.,,
68009,,,"Ohio, Negley, United States, Ohio",228,Ohio,,,
68010,,,"Ohio, Niles, United States, Ohio",228,Ohio,,,
68011,,,"Ohio, Noble, United States, OH",228,Ohio,Noble,,
68012,,,"Ohio, Norwood, United States, Ohio",228,Ohio,,Norwood,
68013,,,"Ohio, Oberlin, United States, Ohio",228,Ohio,,,
68014,,,"Ohio, Ohio, Queen Charlottes, Canada, Ohio",38,Ohio,,,
68015,,,"Ohio, Ohio, United States, Ohio",228,Ohio,,,
68016,,,"Ohio, Oregonia, United States, Ohio",228,Ohio,,,
68017,,,"Ohio, Ottawa Co., Gypsum, United States, Ohio",228,Ohio,Ottawa Co.,,
68018,,,"Ohio, Ottawa Co., Put-In-Bay Island, United States, Ohio",228,Ohio,Ottawa Co.,,
68019,,,"Ohio, Ottawa Co., United States, Ohio",228,Ohio,Ottawa Co.,,
68020,,,"Ohio, Ottawa County, Clay Center, United States, Ohio",228,Ohio,Ottawa County,,
68021,,,"Ohio, Ottawa, United States, Ohio",228,Ohio,,Ottawa,
68022,,,"Ohio, Paulding County, United States, Ohio",228,Ohio,Paulding County,,
68023,,,"Ohio, Perry Co., Junction City, United States, Ohio",228,Ohio,Perry Co.,Junction City,
68024,,,"Ohio, PICKAWAY, United States, Ohio",228,Ohio,PICKAWAY,,
68025,,,"Ohio, Portage Co., Brimfield, United States, Ohio",228,Ohio,Portage Co.,Brimfield,
68026,,,"Ohio, Portsmouth, United States, Ohio",228,Ohio,,,
68027,,,"Ohio, Ross Co., Copperas-Mt, United States, Ohio",228,Ohio,Ross Co.,,
68028,,,"Ohio, Ross Co., Egypt, United States, Ohio",228,Ohio,Ross Co.,,
68029,,,"Ohio, Ross Co., United States, Ohio",228,Ohio,Ross Co.,,
68030,,,"Ohio, Sandusky County, Gibsonburg, United States, Ohio",228,Ohio,Sandusky County,,
68031,,,"Ohio, Sandusky, Freemont, United States, Ohio",228,Ohio,,,
68032,,,"Ohio, Sandusky, United States, Ohio",228,Ohio,SANDUSKY,,
68033,,,"Ohio, Scioto Co., Buena Vista, United States, Ohio",228,Ohio,Scioto Co.,Buena Vista,
68034,,,"Ohio, SCIOTO, United States, Ohio",228,Ohio,SCIOTO,,
68035,,,"Ohio, Seneca Co., United States, Ohio",228,Ohio,Seneca Co.,,
68036,,,"Ohio, Seneca County, Maple Grove, United States, Ohio",228,Ohio,Seneca County,Maple Grove,
68037,,,"Ohio, SHELBY, United States, Ohio",228,Ohio,SHELBY,,
68038,,,"Ohio, Silica, United States, Ohio",228,Ohio,Silica,,
68039,,,"Ohio, Stark Co., Massilon, United States, Ohio",228,Ohio,Stark Co.,,
68040,,,"Ohio, Summit Co., Akron, United States, Ohio",228,Ohio,Summit Co.,Akron,
68041,,,"Ohio, Summit, United States, Ohio",228,Ohio,Summit,,
68042,,,"Ohio, Tiffin, United States, Ohio",228,Ohio,Tiffin,,
68043,,,"Ohio, Trumbull Co., United States, Ohio",228,Ohio,Trumbull Co.,,
68044,,,"Ohio, Tuscawaras, United States, Ohio",228,Ohio,Tuscawaras,,
68045,,,"Ohio, Union, United States, Ohio",228,Ohio,Union,,
68046,,,"Ohio, United States, OH",228,Ohio,,,
68047,,,"Ohio, United States, Ohio",228,Ohio,Ohio,,
68048,,,"Ohio, Vallonia, United States, Ohio",228,Ohio,,,
68049,,,"Ohio, Vinton Co., United States, Ohio",228,Ohio,Vinton Co.,,
68050,,,"Ohio, Warren Co., United States, Ohio",228,Ohio,Warren Co.,,
68051,,,"Ohio, WARREN, United States, Ohio",228,Ohio,WARREN,,
68052,,,"Ohio, Washington Co., Constitution, United States, Ohio",228,Ohio,Washington Co.,,
68053,,,"Ohio, Washington Co., Marietta, United States, Ohio",228,Ohio,Washington Co.,Marietta,
68054,,,"Ohio, Washington Co., United States, Ohio",228,Ohio,Washington Co.,,
68055,,,"Ohio, Washington, United States, Ohio",228,Ohio,,Washington,
68056,,,"Ohio, Wood Co., United States, Ohio",228,Ohio,Wood Co.,,
68057,,,"Ohio, WOOD, United States, Ohio",228,Ohio,WOOD,,
68058,,,"Ohio, Woodville, United States, Ohio",228,Ohio,,Woodville,
68059,189,Mining site,Ohira Mine,108,,,,
68060,189,Mining site,"Ohira Mine, Chugoku",108,Chugoku,,,
68061,189,Mining site,Ohita Mine,108,,,,
68062,189,Mining site,Ohligerzug Mine,81,North Rhine-Westphalia,,,
68063,,,"Ohlinger Dam, Pennsylvania, Berks Co., Alsace, United States, Pennsylvania",228,Pennsylvania,Berks Co.,Alsace,
68064,,,"Ohlsbach, Baden-Württemberg, Gengenbach, Germany, Baden-Württemberg",81,Baden-Wurttemberg,,Gengenbach,
68065,193,Quarry,"Ohman's Quarry, Kentucky",228,Kentucky,,Bowling Green,
68066,,,"Ohmi, Niigata, Japan, Niigata",108,Niigata,,,
68067,189,Mining site,"Ohmi-Cho Mine, Chubu",108,Chubu,,,
68068,189,Mining site,"Ohmidani Mine, Kinki",108,Kinki,,,
68069,,,"Ohnbin, Myanmar [Burma], Myanmar [Burma], Ohnbin, Myanmar (Burma)",149,,,,
68070,189,Mining site,"Ohn-bin-ywe-htwet mine, Mandalay Division",149,Mandalay,Pyin-Oo-Lwin dist.,Mogok,
68071,,,"Ohoerseelbachskopf, Rhineland, Germany, Rhineland",81,Rhineland,,,
68072,,,"Ohopoho, Namibia",150,,,,
68073,193,Quarry,Ohory Quarry,,,,,
68074,,,"Ohrenstock, Thuringia",81,Thuringia,Thuringia,,
68075,,,"Ohrenstock, Thuringia, Germany, Thuringia",81,Thuringia,,,
68076,70,Lake,Ohrid,128,,,,
68078,189,Mining site,Ohsaka Hyobe Mine,108,,,,
68079,189,Mining site,"Ohtoge Mine, Tohoku",108,Tohoku,,,
68080,,,"Ohuka, New Zealand",156,,,,
68081,,,"Ohya Spring, Yumoto Hot Springs, Hokkaido, Japan, Hokkaido",108,Hokkaido,,,
68082,201,Subsurface fluid reservoir,"Oil or Gas Field, BEAVER, Utah",228,Utah,"BEAVER, UT",,
68083,201,Subsurface fluid reservoir,"Oil or Gas Field, BOX ELDER, Utah",228,Utah,"BOX ELDER, UT",,
68084,201,Subsurface fluid reservoir,"Oil or Gas Field, CACHE, Utah",228,Utah,"CACHE, UT",,
68085,201,Subsurface fluid reservoir,"Oil or Gas Field, CARBON, Utah",228,Utah,"CARBON, UT",,
68086,201,Subsurface fluid reservoir,"Oil or Gas Field, DUCHESNE, Utah",228,Utah,"DUCHESNE, UT",,
68087,201,Subsurface fluid reservoir,"Oil or Gas Field, EMERY, Utah",228,Utah,"EMERY, UT",,
68088,201,Subsurface fluid reservoir,"Oil or Gas Field, GARFIELD, Utah",228,Utah,"GARFIELD, UT",,
68089,201,Subsurface fluid reservoir,"Oil or Gas Field, GRAND, Utah",228,Utah,"GRAND, UT",,
68090,201,Subsurface fluid reservoir,"Oil or Gas Field, KANE, Utah",228,Utah,"KANE, UT",,
68091,201,Subsurface fluid reservoir,"Oil or Gas Field, MILLARD, Utah",228,Utah,"MILLARD, UT",,
68092,201,Subsurface fluid reservoir,"Oil or Gas Field, SAN JUAN, Utah",228,Utah,"SAN JUAN, UT",,
68093,201,Subsurface fluid reservoir,"Oil or Gas Field, SANPETE, Utah",228,Utah,"SANPETE, UT",,
68094,201,Subsurface fluid reservoir,"Oil or Gas Field, UINTAH, Utah",228,Utah,"UINTAH, UT",,
